,county_state
16136,"Columbia, PA"
16137,"Columbia, PA"
16138,"Columbia, PA"
16139,"Crawford, PA"
16140,"Crawford, PA"
16141,"Crawford, PA"
16142,"Crawford, PA"
16143,"Crawford, PA"
16144,"Crawford, PA"
16145,"Crawford, PA"
16146,"Crawford, PA"
16147,"Crawford, PA"
16148,"Crawford, PA"
16149,"Crawford, PA"
16150,"Crawford, PA"
16151,"Crawford, PA"
16152,"Crawford, PA"
16153,"Crawford, PA"
16154,"Crawford, PA"
16155,"Crawford, PA"
16156,"Cumberland, PA"
16157,"Cumberland, PA"
16158,"Cumberland, PA"
16159,"Cumberland, PA"
16160,"Cumberland, PA"
16161,"Cumberland, PA"
16162,"Cumberland, PA"
16163,"Cumberland, PA"
16164,"Cumberland, PA"
16165,"Cumberland, PA"
16166,"Cumberland, PA"
16167,"Cumberland, PA"
16168,"Cumberland, PA"
16169,"Cumberland, PA"
16170,"Cumberland, PA"
16171,"Cumberland, PA"
16172,"Cumberland, PA"
16173,"Cumberland, PA"
16174,"Cumberland, PA"
16175,"Cumberland, PA"
16176,"Cumberland, PA"
16177,"Cumberland, PA"
16178,"Cumberland, PA"
16179,"Dauphin, PA"
16180,"Dauphin, PA"
16181,"Dauphin, PA"
16182,"Dauphin, PA"
16183,"Dauphin, PA"
16184,"Dauphin, PA"
16185,"Dauphin, PA"
16186,"Dauphin, PA"
16187,"Dauphin, PA"
16188,"Dauphin, PA"
16189,"Dauphin, PA"
16190,"Dauphin, PA"
16191,"Dauphin, PA"
16192,"Dauphin, PA"
16193,"Dauphin, PA"
16194,"Dauphin, PA"
16195,"Dauphin, PA"
16196,"Dauphin, PA"
16197,"Dauphin, PA"
16198,"Dauphin, PA"
16199,"Dauphin, PA"
16200,"Dauphin, PA"
16201,"Delaware, PA"
16202,"Delaware, PA"
16203,"Delaware, PA"
16204,"Delaware, PA"
16205,"Delaware, PA"
16206,"Delaware, PA"
16207,"Delaware, PA"
16208,"Delaware, PA"
16209,"Delaware, PA"
16210,"Delaware, PA"
16211,"Delaware, PA"
16212,"Delaware, PA"
16213,"Delaware, PA"
16214,"Delaware, PA"
16215,"Delaware, PA"
16216,"Delaware, PA"
16217,"Delaware, PA"
16218,"Delaware, PA"
16219,"Delaware, PA"
16220,"Delaware, PA"
16221,"Delaware, PA"
16222,"Delaware, PA"
16223,"Delaware, PA"
16224,"Delaware, PA"
16225,"Delaware, PA"
16226,"Delaware, PA"
16227,"Delaware, PA"
16228,"Elk, PA"
16229,"Elk, PA"
16230,"Elk, PA"
16231,"Elk, PA"
16232,"Elk, PA"
16233,"Elk, PA"
16234,"Elk, PA"
16235,"Elk, PA"
16236,"Erie, PA"
16237,"Erie, PA"
16238,"Erie, PA"
16239,"Erie, PA"
16240,"Erie, PA"
16241,"Erie, PA"
16242,"Erie, PA"
16243,"Erie, PA"
16244,"Erie, PA"
16245,"Erie, PA"
16246,"Erie, PA"
16247,"Erie, PA"
16248,"Erie, PA"
16249,"Erie, PA"
16250,"Erie, PA"
16251,"Erie, PA"
16252,"Erie, PA"
16253,"Erie, PA"
16254,"Erie, PA"
16255,"Erie, PA"
16256,"Erie, PA"
16257,"Erie, PA"
16258,"Fayette, PA"
16259,"Fayette, PA"
16260,"Fayette, PA"
16261,"Fayette, PA"
16262,"Fayette, PA"
16263,"Fayette, PA"
16264,"Fayette, PA"
16265,"Fayette, PA"
16266,"Fayette, PA"
16267,"Fayette, PA"
16268,"Fayette, PA"
16269,"Fayette, PA"
16270,"Fayette, PA"
16271,"Fayette, PA"
16272,"Fayette, PA"
16273,"Forest, PA"
16274,"Forest, PA"
16275,"Forest, PA"
16276,"Forest, PA"
16277,"Franklin, PA"
16278,"Franklin, PA"
16279,"Franklin, PA"
16280,"Franklin, PA"
16281,"Franklin, PA"
16282,"Franklin, PA"
16283,"Franklin, PA"
16284,"Franklin, PA"
16285,"Franklin, PA"
16286,"Franklin, PA"
16287,"Franklin, PA"
16288,"Franklin, PA"
16289,"Franklin, PA"
16290,"Franklin, PA"
16291,"Franklin, PA"
16292,"Franklin, PA"
16293,"Franklin, PA"
16294,"Franklin, PA"
16295,"Franklin, PA"
16296,"Franklin, PA"
16297,"Fulton, PA"
16298,"Fulton, PA"
16299,"Fulton, PA"
16300,"Fulton, PA"
16301,"Fulton, PA"
16302,"Fulton, PA"
16303,"Greene, PA"
16304,"Greene, PA"
16305,"Greene, PA"
16306,"Greene, PA"
16307,"Greene, PA"
16308,"Greene, PA"
16309,"Greene, PA"
16310,"Greene, PA"
16311,"Greene, PA"
16312,"Greene, PA"
16313,"Huntingdon, PA"
16314,"Huntingdon, PA"
16315,"Huntingdon, PA"
16316,"Huntingdon, PA"
16317,"Huntingdon, PA"
16318,"Huntingdon, PA"
16319,"Huntingdon, PA"
16320,"Huntingdon, PA"
16321,"Huntingdon, PA"
16322,"Huntingdon, PA"
16323,"Huntingdon, PA"
16324,"Indiana, PA"
16325,"Indiana, PA"
16326,"Indiana, PA"
16327,"Indiana, PA"
16328,"Indiana, PA"
16329,"Indiana, PA"
16330,"Indiana, PA"
16331,"Indiana, PA"
16332,"Indiana, PA"
16333,"Indiana, PA"
16334,"Indiana, PA"
16335,"Indiana, PA"
16336,"Indiana, PA"
16337,"Indiana, PA"
16338,"Indiana, PA"
16339,"Indiana, PA"
16340,"Indiana, PA"
16341,"Jefferson, PA"
16342,"Jefferson, PA"
16343,"Jefferson, PA"
16344,"Jefferson, PA"
16345,"Jefferson, PA"
16346,"Jefferson, PA"
16347,"Jefferson, PA"
16348,"Jefferson, PA"
16349,"Jefferson, PA"
16350,"Jefferson, PA"
16351,"Jefferson, PA"
16352,"Juniata, PA"
16353,"Juniata, PA"
16354,"Juniata, PA"
16355,"Juniata, PA"
16356,"Juniata, PA"
16357,"Juniata, PA"
16358,"Juniata, PA"
16359,"Juniata, PA"
16360,"Juniata, PA"
16361,"Juniata, PA"
16362,"Lackawanna, PA"
16363,"Lackawanna, PA"
16364,"Lackawanna, PA"
16365,"Lackawanna, PA"
16366,"Lackawanna, PA"
16367,"Lackawanna, PA"
16368,"Lackawanna, PA"
16369,"Lackawanna, PA"
16370,"Lackawanna, PA"
16371,"Lackawanna, PA"
16372,"Lackawanna, PA"
16373,"Lackawanna, PA"
16374,"Lackawanna, PA"
16375,"Lackawanna, PA"
16376,"Lackawanna, PA"
16377,"Lackawanna, PA"
16378,"Lackawanna, PA"
16379,"Lackawanna, PA"
16380,"Lackawanna, PA"
16381,"Lackawanna, PA"
16382,"Lackawanna, PA"
16383,"Lackawanna, PA"
16384,"Lackawanna, PA"
16385,"Lancaster, PA"
16386,"Lancaster, PA"
16387,"Lancaster, PA"
16388,"Lancaster, PA"
16389,"Lancaster, PA"
16390,"Lancaster, PA"
16391,"Lancaster, PA"
16392,"Lancaster, PA"
16393,"Lancaster, PA"
16394,"Lancaster, PA"
16395,"Lancaster, PA"
16396,"Lancaster, PA"
16397,"Lancaster, PA"
16398,"Lancaster, PA"
16399,"Lancaster, PA"
16400,"Lancaster, PA"
16401,"Lancaster, PA"
16402,"Lancaster, PA"
16403,"Lancaster, PA"
16404,"Lancaster, PA"
16405,"Lancaster, PA"
16406,"Lancaster, PA"
16407,"Lancaster, PA"
16408,"Lancaster, PA"
16409,"Lawrence, PA"
16410,"Lawrence, PA"
16411,"Lawrence, PA"
16412,"Lawrence, PA"
16413,"Lawrence, PA"
16414,"Lawrence, PA"
16415,"Lawrence, PA"
16416,"Lawrence, PA"
16417,"Lawrence, PA"
16418,"Lawrence, PA"
16419,"Lawrence, PA"
16420,"Lawrence, PA"
16421,"Lawrence, PA"
16422,"Lawrence, PA"
16423,"Lawrence, PA"
16424,"Lawrence, PA"
16425,"Lawrence, PA"
16426,"Lawrence, PA"
16427,"Lawrence, PA"
16428,"Lebanon, PA"
16429,"Lebanon, PA"
16430,"Lebanon, PA"
16431,"Lebanon, PA"
16432,"Lebanon, PA"
16433,"Lebanon, PA"
16434,"Lebanon, PA"
16435,"Lebanon, PA"
16436,"Lebanon, PA"
16437,"Lebanon, PA"
16438,"Lebanon, PA"
16439,"Lebanon, PA"
16440,"Lebanon, PA"
16441,"Lebanon, PA"
16442,"Lebanon, PA"
16443,"Lebanon, PA"
16444,"Lebanon, PA"
16445,"Lebanon, PA"
16446,"Lebanon, PA"
16447,"Lebanon, PA"
16448,"Lebanon, PA"
16449,"Lebanon, PA"
16450,"Lehigh, PA"
16451,"Lehigh, PA"
16452,"Lehigh, PA"
16453,"Lehigh, PA"
16454,"Lehigh, PA"
16455,"Lehigh, PA"
16456,"Lehigh, PA"
16457,"Lehigh, PA"
16458,"Lehigh, PA"
16459,"Lehigh, PA"
16460,"Lehigh, PA"
16461,"Lehigh, PA"
16462,"Lehigh, PA"
16463,"Lehigh, PA"
16464,"Lehigh, PA"
16465,"Lehigh, PA"
16466,"Lehigh, PA"
16467,"Lehigh, PA"
16468,"Luzerne, PA"
16469,"Luzerne, PA"
16470,"Luzerne, PA"
16471,"Luzerne, PA"
16472,"Luzerne, PA"
16473,"Luzerne, PA"
16474,"Luzerne, PA"
16475,"Luzerne, PA"
16476,"Luzerne, PA"
16477,"Luzerne, PA"
16478,"Luzerne, PA"
16479,"Luzerne, PA"
16480,"Luzerne, PA"
16481,"Luzerne, PA"
16482,"Luzerne, PA"
16483,"Luzerne, PA"
16484,"Luzerne, PA"
16485,"Luzerne, PA"
16486,"Luzerne, PA"
16487,"Luzerne, PA"
16488,"Luzerne, PA"
16489,"Luzerne, PA"
16490,"Luzerne, PA"
16491,"Luzerne, PA"
16492,"Lycoming, PA"
16493,"Lycoming, PA"
16494,"Lycoming, PA"
16495,"Lycoming, PA"
16496,"Lycoming, PA"
16497,"Lycoming, PA"
16498,"Lycoming, PA"
16499,"Lycoming, PA"
16500,"Lycoming, PA"
16501,"Lycoming, PA"
16502,"Lycoming, PA"
16503,"Lycoming, PA"
16504,"Lycoming, PA"
16505,"Lycoming, PA"
16506,"Lycoming, PA"
16507,"Lycoming, PA"
16508,"Lycoming, PA"
16509,"Mckean, PA"
16510,"Mckean, PA"
16511,"Mckean, PA"
16512,"Mckean, PA"
16513,"Mckean, PA"
16514,"Mckean, PA"
16515,"Mckean, PA"
16516,"Mckean, PA"
16517,"Mckean, PA"
16518,"Mckean, PA"
16519,"Mckean, PA"
16520,"Mckean, PA"
16521,"Mckean, PA"
16522,"Mercer, PA"
16523,"Mercer, PA"
16524,"Mercer, PA"
16525,"Mercer, PA"
16526,"Mercer, PA"
16527,"Mercer, PA"
16528,"Mercer, PA"
16529,"Mercer, PA"
16530,"Mercer, PA"
16531,"Mercer, PA"
16532,"Mercer, PA"
16533,"Mercer, PA"
16534,"Mercer, PA"
16535,"Mercer, PA"
16536,"Mercer, PA"
16537,"Mercer, PA"
16538,"Mifflin, PA"
16539,"Mifflin, PA"
16540,"Mifflin, PA"
16541,"Mifflin, PA"
16542,"Mifflin, PA"
16543,"Mifflin, PA"
16544,"Mifflin, PA"
16545,"Mifflin, PA"
16546,"Mifflin, PA"
16547,"Mifflin, PA"
16548,"Monroe, PA"
16549,"Monroe, PA"
16550,"Monroe, PA"
16551,"Monroe, PA"
16552,"Monroe, PA"
16553,"Monroe, PA"
16554,"Monroe, PA"
16555,"Monroe, PA"
16556,"Monroe, PA"
16557,"Monroe, PA"
16558,"Monroe, PA"
16559,"Monroe, PA"
16560,"Monroe, PA"
16561,"Monroe, PA"
16562,"Monroe, PA"
16563,"Monroe, PA"
16564,"Monroe, PA"
16565,"Monroe, PA"
16566,"Monroe, PA"
16567,"Monroe, PA"
16568,"Monroe, PA"
16569,"Monroe, PA"
16570,"Monroe, PA"
16571,"Monroe, PA"
16572,"Monroe, PA"
16573,"Monroe, PA"
16574,"Montgomery, PA"
16575,"Montgomery, PA"
16576,"Montgomery, PA"
16577,"Montgomery, PA"
16578,"Montgomery, PA"
16579,"Montgomery, PA"
16580,"Montgomery, PA"
16581,"Montgomery, PA"
16582,"Montgomery, PA"
16583,"Montgomery, PA"
16584,"Montgomery, PA"
16585,"Montgomery, PA"
16586,"Montgomery, PA"
16587,"Montgomery, PA"
16588,"Montgomery, PA"
16589,"Montgomery, PA"
16590,"Montgomery, PA"
16591,"Montgomery, PA"
16592,"Montgomery, PA"
16593,"Montgomery, PA"
16594,"Montgomery, PA"
16595,"Montgomery, PA"
16596,"Montgomery, PA"
16597,"Montgomery, PA"
16598,"Montgomery, PA"
16599,"Montgomery, PA"
16600,"Montgomery, PA"
16601,"Montgomery, PA"
16602,"Montour, PA"
16603,"Montour, PA"
16604,"Montour, PA"
16605,"Montour, PA"
16606,"Montour, PA"
16607,"Northampton, PA"
16608,"Northampton, PA"
16609,"Northampton, PA"
16610,"Northampton, PA"
16611,"Northampton, PA"
16612,"Northampton, PA"
16613,"Northampton, PA"
16614,"Northampton, PA"
16615,"Northampton, PA"
16616,"Northampton, PA"
16617,"Northampton, PA"
16618,"Northampton, PA"
16619,"Northampton, PA"
16620,"Northampton, PA"
16621,"Northampton, PA"
16622,"Northampton, PA"
16623,"Northampton, PA"
16624,"Northampton, PA"
16625,"Northampton, PA"
16626,"Northampton, PA"
16627,"Northampton, PA"
16628,"Northampton, PA"
16629,"Northampton, PA"
16630,"Northampton, PA"
16631,"Northampton, PA"
16632,"Northampton, PA"
16633,"Northumberland, PA"
16634,"Northumberland, PA"
16635,"Northumberland, PA"
16636,"Northumberland, PA"
16637,"Northumberland, PA"
16638,"Northumberland, PA"
16639,"Northumberland, PA"
16640,"Northumberland, PA"
16641,"Northumberland, PA"
16642,"Northumberland, PA"
16643,"Northumberland, PA"
16644,"Northumberland, PA"
16645,"Northumberland, PA"
16646,"Northumberland, PA"
16647,"Northumberland, PA"
16648,"Northumberland, PA"
16649,"Perry, PA"
16650,"Perry, PA"
16651,"Perry, PA"
16652,"Perry, PA"
16653,"Perry, PA"
16654,"Perry, PA"
16655,"Perry, PA"
16656,"Perry, PA"
16657,"Perry, PA"
16658,"Perry, PA"
16659,"Perry, PA"
16660,"Perry, PA"
16661,"Perry, PA"
16662,"Perry, PA"
16663,"Perry, PA"
16664,"Perry, PA"
16665,"Perry, PA"
16666,"Pike, PA"
16667,"Pike, PA"
16668,"Pike, PA"
16669,"Pike, PA"
16670,"Pike, PA"
16671,"Pike, PA"
16672,"Pike, PA"
16673,"Pike, PA"
16674,"Pike, PA"
16675,"Pike, PA"
16676,"Pike, PA"
16677,"Pike, PA"
16678,"Pike, PA"
16679,"Pike, PA"
16680,"Pike, PA"
16681,"Pike, PA"
16682,"Pike, PA"
16683,"Pike, PA"
16684,"Pike, PA"
16685,"Potter, PA"
16686,"Potter, PA"
16687,"Potter, PA"
16688,"Potter, PA"
16689,"Potter, PA"
16690,"Potter, PA"
16691,"Schuylkill, PA"
16692,"Schuylkill, PA"
16693,"Schuylkill, PA"
16694,"Schuylkill, PA"
16695,"Schuylkill, PA"
16696,"Schuylkill, PA"
16697,"Schuylkill, PA"
16698,"Schuylkill, PA"
16699,"Schuylkill, PA"
16700,"Schuylkill, PA"
16701,"Schuylkill, PA"
16702,"Schuylkill, PA"
16703,"Schuylkill, PA"
16704,"Schuylkill, PA"
16705,"Schuylkill, PA"
16706,"Schuylkill, PA"
16707,"Snyder, PA"
16708,"Snyder, PA"
16709,"Snyder, PA"
16710,"Snyder, PA"
16711,"Snyder, PA"
16712,"Snyder, PA"
16713,"Snyder, PA"
16714,"Snyder, PA"
16715,"Snyder, PA"
16716,"Snyder, PA"
16717,"Snyder, PA"
16718,"Snyder, PA"
16719,"Snyder, PA"
16720,"Snyder, PA"
16721,"Somerset, PA"
16722,"Somerset, PA"
16723,"Somerset, PA"
16724,"Somerset, PA"
16725,"Somerset, PA"
16726,"Somerset, PA"
16727,"Somerset, PA"
16728,"Somerset, PA"
16729,"Somerset, PA"
16730,"Somerset, PA"
16731,"Somerset, PA"
16732,"Somerset, PA"
16733,"Somerset, PA"
16734,"Somerset, PA"
16735,"Somerset, PA"
16736,"Somerset, PA"
16737,"Sullivan, PA"
16738,"Sullivan, PA"
16739,"Sullivan, PA"
16740,"Sullivan, PA"
16741,"Sullivan, PA"
16742,"Susquehanna, PA"
16743,"Susquehanna, PA"
16744,"Susquehanna, PA"
16745,"Susquehanna, PA"
16746,"Susquehanna, PA"
16747,"Susquehanna, PA"
16748,"Susquehanna, PA"
16749,"Susquehanna, PA"
16750,"Susquehanna, PA"
16751,"Susquehanna, PA"
16752,"Tioga, PA"
16753,"Tioga, PA"
16754,"Tioga, PA"
16755,"Tioga, PA"
16756,"Tioga, PA"
16757,"Tioga, PA"
16758,"Tioga, PA"
16759,"Tioga, PA"
16760,"Tioga, PA"
16761,"Tioga, PA"
16762,"Union, PA"
16763,"Union, PA"
16764,"Union, PA"
16765,"Union, PA"
16766,"Union, PA"
16767,"Union, PA"
16768,"Union, PA"
16769,"Union, PA"
16770,"Venango, PA"
16771,"Venango, PA"
16772,"Venango, PA"
16773,"Venango, PA"
16774,"Venango, PA"
16775,"Venango, PA"
16776,"Venango, PA"
16777,"Venango, PA"
16778,"Venango, PA"
16779,"Venango, PA"
16780,"Venango, PA"
16781,"Venango, PA"
16782,"Venango, PA"
16783,"Venango, PA"
16784,"Warren, PA"
16785,"Warren, PA"
16786,"Warren, PA"
16787,"Warren, PA"
16788,"Warren, PA"
16789,"Warren, PA"
16790,"Warren, PA"
16791,"Warren, PA"
16792,"Warren, PA"
16793,"Warren, PA"
16794,"Warren, PA"
16795,"Warren, PA"
16796,"Warren, PA"
16797,"Washington, PA"
16798,"Washington, PA"
16799,"Washington, PA"
16800,"Washington, PA"
16801,"Washington, PA"
16802,"Washington, PA"
16803,"Washington, PA"
16804,"Washington, PA"
16805,"Washington, PA"
16806,"Washington, PA"
16807,"Washington, PA"
16808,"Washington, PA"
16809,"Washington, PA"
16810,"Washington, PA"
16811,"Wayne, PA"
16812,"Wayne, PA"
16813,"Wayne, PA"
16814,"Wayne, PA"
16815,"Wayne, PA"
16816,"Wayne, PA"
16817,"Wayne, PA"
16818,"Wayne, PA"
16819,"Wayne, PA"
16820,"Wayne, PA"
16821,"Wayne, PA"
16822,"Wayne, PA"
16823,"Wayne, PA"
16824,"Wayne, PA"
16825,"Wayne, PA"
16826,"Westmoreland, PA"
16827,"Westmoreland, PA"
16828,"Westmoreland, PA"
16829,"Westmoreland, PA"
16830,"Westmoreland, PA"
16831,"Westmoreland, PA"
16832,"Westmoreland, PA"
16833,"Westmoreland, PA"
16834,"Westmoreland, PA"
16835,"Westmoreland, PA"
16836,"Westmoreland, PA"
16837,"Westmoreland, PA"
16838,"Westmoreland, PA"
16839,"Westmoreland, PA"
16840,"Westmoreland, PA"
16841,"Westmoreland, PA"
16842,"Westmoreland, PA"
16843,"Westmoreland, PA"
16844,"Westmoreland, PA"
16845,"Westmoreland, PA"
16846,"Westmoreland, PA"
16847,"Westmoreland, PA"
16848,"Westmoreland, PA"
16849,"Wyoming, PA"
16850,"Wyoming, PA"
16851,"Wyoming, PA"
16852,"Wyoming, PA"
16853,"Wyoming, PA"
16854,"Wyoming, PA"
16855,"Wyoming, PA"
16856,"Wyoming, PA"
16857,"Wyoming, PA"
16858,"Wyoming, PA"
16859,"Wyoming, PA"
16860,"Wyoming, PA"
16861,"Wyoming, PA"
16862,"York, PA"
16863,"York, PA"
16864,"York, PA"
16865,"York, PA"
16866,"York, PA"
16867,"York, PA"
16868,"York, PA"
16869,"York, PA"
16870,"York, PA"
16871,"York, PA"
16872,"York, PA"
16873,"York, PA"
16874,"York, PA"
16875,"York, PA"
16876,"York, PA"
16877,"York, PA"
16878,"York, PA"
16879,"York, PA"
16880,"York, PA"
16881,"York, PA"
16882,"York, PA"
16883,"York, PA"
16884,"York, PA"
16885,"York, PA"
16886,"Bristol, RI"
16887,"Bristol, RI"
16888,"Bristol, RI"
16889,"Kent, RI"
16890,"Kent, RI"
16891,"Kent, RI"
16892,"Kent, RI"
16893,"Kent, RI"
16894,"Kent, RI"
16895,"Kent, RI"
16896,"Newport, RI"
16897,"Newport, RI"
16898,"Newport, RI"
16899,"Newport, RI"
16900,"Newport, RI"
16901,"Newport, RI"
16902,"Newport, RI"
16903,"Providence, RI"
16904,"Providence, RI"
16905,"Providence, RI"
16906,"Providence, RI"
16907,"Providence, RI"
16908,"Providence, RI"
16909,"Providence, RI"
16910,"Providence, RI"
16911,"Providence, RI"
16912,"Providence, RI"
16913,"Providence, RI"
16914,"Providence, RI"
16915,"Providence, RI"
16916,"Providence, RI"
16917,"Providence, RI"
16918,"Providence, RI"
16919,"Providence, RI"
16920,"Providence, RI"
16921,"Providence, RI"
16922,"Providence, RI"
16923,"Providence, RI"
16924,"Providence, RI"
16925,"Providence, RI"
16926,"Washington, RI"
16927,"Washington, RI"
16928,"Washington, RI"
16929,"Washington, RI"
16930,"Washington, RI"
16931,"Washington, RI"
16932,"Washington, RI"
16933,"Washington, RI"
16934,"Washington, RI"
16935,"Washington, RI"
16936,"Washington, RI"
16937,"Washington, RI"
16938,"Washington, RI"
16939,"Washington, RI"
16940,"Washington, RI"
16941,"Washington, RI"
16942,"Abbeville, SC"
16943,"Abbeville, SC"
16944,"Abbeville, SC"
16945,"Abbeville, SC"
16946,"Abbeville, SC"
16947,"Aiken, SC"
16948,"Aiken, SC"
16949,"Aiken, SC"
16950,"Aiken, SC"
16951,"Aiken, SC"
16952,"Aiken, SC"
16953,"Aiken, SC"
16954,"Aiken, SC"
16955,"Aiken, SC"
16956,"Aiken, SC"
16957,"Aiken, SC"
16958,"Allendale, SC"
16959,"Allendale, SC"
16960,"Anderson, SC"
16961,"Anderson, SC"
16962,"Anderson, SC"
16963,"Anderson, SC"
16964,"Anderson, SC"
16965,"Anderson, SC"
16966,"Anderson, SC"
16967,"Anderson, SC"
16968,"Anderson, SC"
16969,"Anderson, SC"
16970,"Anderson, SC"
16971,"Anderson, SC"
16972,"Bamberg, SC"
16973,"Bamberg, SC"
16974,"Bamberg, SC"
16975,"Bamberg, SC"
16976,"Barnwell, SC"
16977,"Barnwell, SC"
16978,"Barnwell, SC"
16979,"Barnwell, SC"
16980,"Barnwell, SC"
16981,"Beaufort, SC"
16982,"Beaufort, SC"
16983,"Beaufort, SC"
16984,"Beaufort, SC"
16985,"Beaufort, SC"
16986,"Beaufort, SC"
16987,"Beaufort, SC"
16988,"Beaufort, SC"
16989,"Beaufort, SC"
16990,"Berkeley, SC"
16991,"Berkeley, SC"
16992,"Berkeley, SC"
16993,"Berkeley, SC"
16994,"Berkeley, SC"
16995,"Berkeley, SC"
16996,"Berkeley, SC"
16997,"Berkeley, SC"
16998,"Calhoun, SC"
16999,"Calhoun, SC"
17000,"Calhoun, SC"
17001,"Charleston, SC"
17002,"Charleston, SC"
17003,"Charleston, SC"
17004,"Charleston, SC"
17005,"Charleston, SC"
17006,"Charleston, SC"
17007,"Charleston, SC"
17008,"Charleston, SC"
17009,"Charleston, SC"
17010,"Charleston, SC"
17011,"Charleston, SC"
17012,"Charleston, SC"
17013,"Charleston, SC"
17014,"Cherokee, SC"
17015,"Cherokee, SC"
17016,"Cherokee, SC"
17017,"Cherokee, SC"
17018,"Chester, SC"
17019,"Chester, SC"
17020,"Chester, SC"
17021,"Chester, SC"
17022,"Chester, SC"
17023,"Chesterfield, SC"
17024,"Chesterfield, SC"
17025,"Chesterfield, SC"
17026,"Chesterfield, SC"
17027,"Chesterfield, SC"
17028,"Chesterfield, SC"
17029,"Chesterfield, SC"
17030,"Chesterfield, SC"
17031,"Clarendon, SC"
17032,"Clarendon, SC"
17033,"Clarendon, SC"
17034,"Clarendon, SC"
17035,"Clarendon, SC"
17036,"Colleton, SC"
17037,"Colleton, SC"
17038,"Darlington, SC"
17039,"Darlington, SC"
17040,"Darlington, SC"
17041,"Darlington, SC"
17042,"Darlington, SC"
17043,"Dillon, SC"
17044,"Dillon, SC"
17045,"Dillon, SC"
17046,"Dorchester, SC"
17047,"Dorchester, SC"
17048,"Dorchester, SC"
17049,"Dorchester, SC"
17050,"Dorchester, SC"
17051,"Edgefield, SC"
17052,"Edgefield, SC"
17053,"Fairfield, SC"
17054,"Fairfield, SC"
17055,"Fairfield, SC"
17056,"Fairfield, SC"
17057,"Florence, SC"
17058,"Florence, SC"
17059,"Florence, SC"
17060,"Florence, SC"
17061,"Florence, SC"
17062,"Florence, SC"
17063,"Florence, SC"
17064,"Georgetown, SC"
17065,"Georgetown, SC"
17066,"Georgetown, SC"
17067,"Georgetown, SC"
17068,"Greenville, SC"
17069,"Greenville, SC"
17070,"Greenville, SC"
17071,"Greenville, SC"
17072,"Greenville, SC"
17073,"Greenville, SC"
17074,"Greenville, SC"
17075,"Greenville, SC"
17076,"Greenville, SC"
17077,"Greenville, SC"
17078,"Greenville, SC"
17079,"Greenville, SC"
17080,"Greenville, SC"
17081,"Greenville, SC"
17082,"Greenwood, SC"
17083,"Greenwood, SC"
17084,"Greenwood, SC"
17085,"Greenwood, SC"
17086,"Hampton, SC"
17087,"Hampton, SC"
17088,"Hampton, SC"
17089,"Horry, SC"
17090,"Horry, SC"
17091,"Horry, SC"
17092,"Horry, SC"
17093,"Horry, SC"
17094,"Horry, SC"
17095,"Horry, SC"
17096,"Horry, SC"
17097,"Horry, SC"
17098,"Horry, SC"
17099,"Horry, SC"
17100,"Horry, SC"
17101,"Jasper, SC"
17102,"Jasper, SC"
17103,"Jasper, SC"
17104,"Kershaw, SC"
17105,"Kershaw, SC"
17106,"Kershaw, SC"
17107,"Kershaw, SC"
17108,"Lancaster, SC"
17109,"Lancaster, SC"
17110,"Lancaster, SC"
17111,"Lancaster, SC"
17112,"Lancaster, SC"
17113,"Laurens, SC"
17114,"Laurens, SC"
17115,"Laurens, SC"
17116,"Laurens, SC"
17117,"Lee, SC"
17118,"Lee, SC"
17119,"Lexington, SC"
17120,"Lexington, SC"
17121,"Lexington, SC"
17122,"Lexington, SC"
17123,"Lexington, SC"
17124,"Lexington, SC"
17125,"Lexington, SC"
17126,"Lexington, SC"
17127,"Lexington, SC"
17128,"Lexington, SC"
17129,"Lexington, SC"
17130,"Lexington, SC"
17131,"Lexington, SC"
17132,"Lexington, SC"
17133,"Lexington, SC"
17134,"Mccormick, SC"
17135,"Mccormick, SC"
17136,"Marion, SC"
17137,"Marion, SC"
17138,"Marion, SC"
17139,"Marlboro, SC"
17140,"Marlboro, SC"
17141,"Marlboro, SC"
17142,"Marlboro, SC"
17143,"Marlboro, SC"
17144,"Newberry, SC"
17145,"Newberry, SC"
17146,"Newberry, SC"
17147,"Oconee, SC"
17148,"Oconee, SC"
17149,"Oconee, SC"
17150,"Oconee, SC"
17151,"Oconee, SC"
17152,"Oconee, SC"
17153,"Orangeburg, SC"
17154,"Orangeburg, SC"
17155,"Orangeburg, SC"
17156,"Orangeburg, SC"
17157,"Orangeburg, SC"
17158,"Orangeburg, SC"
17159,"Orangeburg, SC"
17160,"Orangeburg, SC"
17161,"Orangeburg, SC"
17162,"Pickens, SC"
17163,"Pickens, SC"
17164,"Pickens, SC"
17165,"Pickens, SC"
17166,"Pickens, SC"
17167,"Pickens, SC"
17168,"Pickens, SC"
17169,"Richland, SC"
17170,"Richland, SC"
17171,"Richland, SC"
17172,"Richland, SC"
17173,"Richland, SC"
17174,"Richland, SC"
17175,"Richland, SC"
17176,"Richland, SC"
17177,"Richland, SC"
17178,"Saluda, SC"
17179,"Saluda, SC"
17180,"Spartanburg, SC"
17181,"Spartanburg, SC"
17182,"Spartanburg, SC"
17183,"Spartanburg, SC"
17184,"Spartanburg, SC"
17185,"Spartanburg, SC"
17186,"Spartanburg, SC"
17187,"Spartanburg, SC"
17188,"Spartanburg, SC"
17189,"Spartanburg, SC"
17190,"Spartanburg, SC"
17191,"Spartanburg, SC"
17192,"Spartanburg, SC"
